age_certification	cinema_release_date	cinema_release_week	full_path	full_paths	id	is_nationwide_cinema_release_date	localized_release_date	max_season_number	object_type	original_language	original_release_year	original_title	poster	provider	runtime	short_description	title
			/kr/영화/toi-seutori	{'MOVIE_DETAIL_OVERVIEW': '/kr/영화/toi-seutori'}	14765				movie	en	1995	Toy Story	/poster/8655739/{profile}	nfx	81.0	카우보이 인형 우디는 꼬마 주인인 앤디의 가장 사랑받는 장난감이다. 그러나 어느날 버즈라는 새로운 장난감이 등장한다.  버즈는 최신형 장난감으로 레이저 빔 등의 첨단장비를 갖추고 있으나, 버즈는 자신이 장난감임을 인식하지 못하고 자신이 우주에서 온 전사이며 자신이 갖춘 장비로 하늘을 날 수 있다고 믿고 있다. 버즈의 허상을 상처받지 않고 인식시켜 주려는 우디와 친구들. 그러나 뜻밖의 사고가 일어난다. 옆집 개에게 버즈가 납치당하고 이런 버즈를 구하기 위해 우디와 친구들은 구조대를 조직해 버즈를 구하러 가는데...	토이 스토리
			/kr/영화/wall-e	{'MOVIE_DETAIL_OVERVIEW': '/kr/영화/wall-e'}	25151				movie	en	2008	WALL·E	/poster/8720413/{profile}	nfx	98.0	텅 빈 지구에 홀로 남아 수백 년이란 시간을 외롭게 일만 하며 보내던 월-E(지구 폐기물 수거 처리용 로봇). 그런 그가 매력적인 탐사 로봇 이브와 마주친 순간, 잡동사니 수집만이 낙이던 인생에도 소중한 목표가 생긴다. 이브는 지구의 미래를 결정할 열쇠가 우연히 월-E의 손에 들어간 사실을 알게 되고, 고향별로 돌아갈 날만 애타게 기다리는 인간들에게 이를 보고하기 위해 서둘러 우주로 향한다. 한편 월-E는 이브를 뒤쫓아 은하를 가로지르며, 스크린 사상 가장 짜릿한 상상이 넘치는 어드벤처를 선사한다.	월-E
			/kr/영화/udangtangtang-rokowa-cingudeul-meosjin-sinsegye	{'MOVIE_DETAIL_OVERVIEW': '/kr/영화/udangtangtang-rokowa-cingudeul-meosjin-sinsegye'}	305433				movie	en	2019	Rocko's Modern Life: Static Cling	/poster/11239098/{profile}	nfx	45.0	"우주에서 20년을 떠돌던 로코가 돌아와서 예전의 ""팻 헤드""를 다시 부활 시켜서 타운을 살린다는 이야기"	우당탕탕 로코와 친구들 - 멋진 신세계
			/kr/영화/eob	{'MOVIE_DETAIL_OVERVIEW': '/kr/영화/eob'}	153612				movie	en	2009	Up	/poster/8730588/{profile}	nfx	96.0	평생 모험을 꿈꿔 왔던 칼 할아버지는 재개발 공사 현장의 인부를 실수로 다치게 하고 집을 빼앗길 위기에 처한다. 그 동안 미뤄 왔던, 먼저 세상을 떠난 아내와의 약속을 지키기 위해 그는 수천 개의 풍선을 매달아 집을 통째로 남아메리카로 날려 버린다. 하지만 이 위대한 모험에 초대 받지 않은 불청객이 있었으니, 바로 황야의 어린이 탐험가 러셀. 우여곡절 끝에 도착한 남미에서 칼은 어린 시절의 우상이었던 위대한 모험가 찰스 먼츠를 만나게 되는데... 그들은 과연 남미의 잃어버린 세계에서 사라져 버린 꿈과 희망, 행복을 다시 찾을 수 있을까?	업
			/kr/영화/minieonjeu	{'MOVIE_DETAIL_OVERVIEW': '/kr/영화/minieonjeu'}	137837				movie	en	2015	Minions	/poster/8716841/{profile}	nfx	91.0	인류가 탄생하기 훨씬 오래 전, 태초에 미니언이 있었다. 당대 최고의 슈퍼 악당만을 보스로 섬겨온 미니언들!  하지만 의도치 않은 치명적(?) 실수로 인해 보스들과 이별하게 되고, 우울증에 빠진 미니언들을 구하기 위해 용감한 리더 ‘케빈’은 자유로운 영혼 ‘스튜어트’와 무한 긍정 ‘밥’과 함께 ‘슈퍼배드 원정대’를 결성한다.  세계 악당 챔피언십에 참석해 최초의 여성 슈퍼 악당 ‘스칼렛’(산드라 블록)을 보고 첫눈에 홀~딱 반한 이들은 일생일대의 위기가 다가오는지도 모른 채 스칼렛의 특급 미션을 넙죽 받게 되는데…	미니언즈
			/kr/영화/ooops-noah-is-gone	{'MOVIE_DETAIL_OVERVIEW': '/kr/영화/ooops-noah-is-gone'}	197894				movie	en	2015	Ooops! Noah is Gone...	/poster/10676181/{profile}	nfx	87.0	거대한 홍수가 밀려오고, 동물의 왕 사자는 모든 동물을 소집해 노아가 만든 방주에 올라타라고 전한다. 하지만! 방주에 타지 못하고 남겨진 녀석들이 있었으니... 바로 험난한 여정의 오지랖 꼬마대장 피니와 혼자인 듯 혼자 아닌 까칠쟁이 리아, 그리고 7톤 거구의 느림보 오비씨와 수다쟁이 분위기 메이커 스테이풋! 여기에 피니와 리아를 호시탐탐 노리는 먹보 그리핀 부부까지! 대홍수로 물은 점점 차오르고, 남겨진 녀석들의 방주를 타기 위한 험난한 여정이 시작되는데...  달라도 너~무 다른 남겨진 녀석들, 과연 방주에 올라탈 수 있을까?	노아의 방주 : 남겨진 녀석들
			/kr/영화/monseuteo-jusighoesa	{'MOVIE_DETAIL_OVERVIEW': '/kr/영화/monseuteo-jusighoesa'}	37560				movie	en	2001	Monsters, Inc.	/poster/8732746/{profile}	nfx	92.0	호탕한 설리와 재치만점 마이크는 몬스터 주식회사 겁주기 팀의 최우수 콤비다. 매일 밤 투철한 직업정신으로 인간 세계로 통하는 벽장 문을 열던 설리와 마이크 콤비는 어느 날 일생일대의 실수를 저지른다. 덜 닫힌 벽장 문 사이로 인간아이 부가 몬스터 세계에 침입한 것. 설리와 마이크는 부를 인간세계로 돌려보내고 사건을 조용히 수습하려 하지만 부는 설리를 무서워하기는커녕 애완 야옹이쯤으로  생각하고 쫄래쫄래 따라다닌다. 부의 침입이 발각되자 몬스터 주식회사는 발칵 뒤집히고 마는데...	몬스터 주식회사
			/kr/TV-프로그램/saiki-kuseuoyi-jaenan	{'SHOW_DETAIL_OVERVIEW': '/kr/TV-프로그램/saiki-kuseuoyi-jaenan'}	41906			3.0	show	ja	2016	斉木楠雄のΨ難	/poster/46272659/{profile}	nfx		"고등학교 2학년 사이키 쿠스오는 초능력자다. 그것도 사흘만에 지구를 멸망시킬 수 있을만큼 강력한 힘을 지녔다.

때문에 세상 사는 재미라고는 하나도 없었고, 그저 평범한 고교생인 척 위장하고 주변 사람들을 속이며 하루하루를 보내고 있다.

그런 사이키 쿠스오에게 어느날 친한 척 다가오는 사람이 생긴다. 하나는 바보요 또 하나는 중2병 환자... 덕분에 조용히 살고 싶다는 사이키 쿠스오의 바람과 정반대로 학창 생활은 꼬여만 간다."	사이키 쿠스오의 재난
			/kr/영화/monseuteo-daehaggyo	{'MOVIE_DETAIL_OVERVIEW': '/kr/영화/monseuteo-daehaggyo'}	186511				movie	en	2013	Monsters University	/poster/8659607/{profile}	nfx	104.0	매사에 열심이지만 이론만 빠삭한 마이크와 무늬만 엄친아인 허세 몬스터 설리는 몬스터 주식회사 입사의 꿈을 안고 취업 100% 보장 특성화 대학 몬스터 대학교에 입학한다. 하지만 성격도 재능도 정반대인 둘은 첫날부터 삐걱거리며 급기야는 개교이래 최악의 라이벌이 되고야 만다. 하지만 그들이 힘을 합쳐야 하는 순간이 찾아온다. 부푼 꿈을 안고 몬스터 대학교에 진학한 그들이 전공 퇴출 위기에 몰리면서, 교내 겁주기 대회에 팀을 이뤄 출전하기로 한 것. 그렇게 그들은 엄한 학장의 경계 속에 최약체 팀으로 대회에 나선다. 하지만 초반의 실수를 딛고 이내 승승장구하며 교내의 영웅으로 떠오르기 시작한다.	몬스터 대학교
			/kr/TV-프로그램/riyuuounooshigoto	{'SHOW_DETAIL_OVERVIEW': '/kr/TV-프로그램/riyuuounooshigoto'}	77786			1.0	show	ja	2018	りゅうおうのおしごと！	/poster/38724210/{profile}	nfx		The story is about a teenage boy who happens to be a shougi master. One day, a nine-year-old girl turns up at his house, requesting to be taken as his disciple. From there, all kinds of wacky hijinks ensue.	りゅうおうのおしごと！
			/kr/영화/the-princess-and-the-frog	{'MOVIE_DETAIL_OVERVIEW': '/kr/영화/the-princess-and-the-frog'}	149656				movie	en	2009	The Princess and the Frog	/poster/9195274/{profile}	nfx	98.0	꿈 많은 소녀 ‘티아나’는 어느 날, 마법에 걸린 능글능글한 자칭 왕자 개구리를 만난다. 첫 만남에 키스를 원하는 뻔뻔함! 그러나 ‘개구리 왕자’ 이야기를 알고 있는 티아나는 ‘딱 한번만’이라는 말에 넘어가 그 푸르딩딩한 입술에 눈 딱감고 키스한다. 그리고 눈을 떴지만 왕자는 어디에도 없다. 그럼 뭐가 변한거지? 오 마이 갓, 그녀가 개구리로 변한다!	공주와 개구리
			/kr/영화/meridawa-mabeobyi-sup	{'MOVIE_DETAIL_OVERVIEW': '/kr/영화/meridawa-mabeobyi-sup'}	51645				movie	en	2012	Brave	/poster/8710172/{profile}	nfx	93.0	스코틀랜드의 공주 메리다는 부왕 퍼거스와 왕비 엘리노의 관심과 애정 속에 행복한 나날을 보낸다. 유일한 골칫거리는 엄마의 끊임없는 간섭과 참견. 어린 시절부터 활쏘기와 말타기를 더 좋아하는 공주에게 왕국의 공주로서 요구되는 정숙과 위엄은 거추장스러울 뿐이다. 그러던 어느 날 세 부족장의 아들들이 정식으로 공주에게 청혼을 하고 더 이상 참을 수 없어진 메리다는 신랑 후보들에게 망신을 준 뒤 성을 뛰쳐나온다. 금지된 숲을 헤매다 마녀를 만난 그녀는 엄마의 마음을 바꿀 수 있는 마법을 부탁한다. 하지만 자신의 소원 때문에 엄마가 곰으로 변해버리고 엄마를 인간으로 되돌리기 위한 메리다의 모험이 시작된다.	메리다와 마법의 숲
	2018-10-09	2018_41	/kr/영화/rijeuwa-parangsae	{'MOVIE_DETAIL_OVERVIEW': '/kr/영화/rijeuwa-parangsae'}	355078	True	2018-10-09		movie	ja	2018	リズと青い鳥	/poster/77278229/{profile}	nfx	90.0	“너에겐 날개가 있고, 끝없이 펼쳐진 하늘도 있어”  늘 혼자였던 ‘리즈’ 앞에 어떤 소녀가 나타났어.  두 사람은 둘도 없는 친구가 되지만, 결국 헤어졌지.  왜냐면 그 소녀는 사실 ‘파랑새’였거든.  “이 동화, 꼭 우리 얘기 같지 않니?”  외톨이 ‘미조레’에게 다가와 친구가 되어준 ‘노조미’,  평생 단짝일 줄 알았던 둘은 어느새 고3 마지막 콩쿠르 합주곡 [리즈와 파랑새]를 준비한다.  머지않은 졸업이 두렵기만 한 미조레에게  노조미는 ‘동화는 언제나 해피엔딩!’이라며 더 활짝 웃어 보이는데…  이들의 마지막 연주는 아름답게 울려 퍼질 수 있을까?	리즈와 파랑새
			/kr/영화/the-incredibles	{'MOVIE_DETAIL_OVERVIEW': '/kr/영화/the-incredibles'}	84505				movie	en	2004	The Incredibles	/poster/8615471/{profile}	nfx	115.0	밥 파는 한때 미스터 인크레더블이라는 이름으로 불리며 보이지 않는 곳에서 악의 무리들을 일망타진하던 슈퍼히어로 가정의 든든한 버팀목이자 정신적 지주인 그는 슈퍼히어로였다가 외압에 의하여 평범한 아버지이자 남편으로 바뀐 자신의 변신을 받아들이기 힘들어한다. 그러던 어느 날 집으로 돌아온 그에게 출처를 알 수 없는 지령이 떨어진다.  출동할 곳은 본토와 아득히 떨어진 섬, 특명을 내린 사람을 알 수 없는 1급 비밀작전. 은퇴한지 15년, 이미 몸은 초강력 허리띠조차 튕겨버릴 정도로 망가져버린 그가 다시 빛나는 영웅으로 복귀할 수 있을지...	인크레더블
			/kr/영화/the-croods	{'MOVIE_DETAIL_OVERVIEW': '/kr/영화/the-croods'}	178627				movie	en	2013	The Croods	/poster/8828046/{profile}	nfx	98.0	태어나서 지금까지 동굴 주변을 떠난 적 없는 크루즈 패밀리. 동굴 밖에 온갖 위험이 도사리고 있다고 믿고 있는 아빠 ‘그루그(니콜라스 케이지)’는 해가 지면 어느 누구도 밖으로 나갈 수 없게 한다. 하지만 어느 날 동굴이 무너지는 초유의 사태가 발생하고, 크루즈 패밀리는 새로운 보금자리를 찾아 난생처음 세상에 발을 디디게 된다. 여기에 호기심 충만한 ‘가이(라이언 레이놀즈)’까지 합세하게 되면서 이들의 본격적인 모험이 시작되는데....  평생 마을 밖을 떠난 적 없는 겁쟁이 가족의 흥미진진 어드벤쳐!  신세계를 발견한 그들의 모험이 시작된다!	크루즈 패밀리
			/kr/TV-프로그램/kakegurui	{'SHOW_DETAIL_OVERVIEW': '/kr/TV-프로그램/kakegurui'}	57814			2.0	show	ja	2017	賭ケグルイ	/poster/90439061/{profile}	nfx		도박 능력으로 학생을 평가하는 '햣카오학원'. 도박광 전학생 쟈바미 유메코가 학교를 평정하러 출사표를 던진다.	카케구루이
			/kr/TV-프로그램/the-smurfs	{'SHOW_DETAIL_OVERVIEW': '/kr/TV-프로그램/the-smurfs'}	35721			9.0	show	en	1981	The Smurfs	/poster/8577989/{profile}	nfx		인간들은 찾을 수 없는 깊은 숲 속 작은 버섯 마을에 살고 있는 꼬마 요정 스머프들의 이야기	스머프
	2018-03-29	2018_13	/kr/영화/bameun-jjalba-geoleo-agassiya	{'MOVIE_DETAIL_OVERVIEW': '/kr/영화/bameun-jjalba-geoleo-agassiya'}	276163	True	2018-03-29		movie	ja	2017	夜は短し歩けよ乙女	/poster/48380983/{profile}	nfx	93.0	클럽 후배인 ‘검은 머리 소녀’를 짝사랑하는 ‘선배’는 오늘도 최대한 그녀의 시야에 들기 위해 최눈알(최대한 그녀의 눈앞에서 알짱거리기) 작전을 실행한다. 봄엔 본토초에서, 여름엔 헌책시장에서, 가을에는 대학축제에서…. 주변만 맴도는 선배의 생각은 어디로 향하게 될까?	밤은 짧아 걸어 아가씨야
			/kr/TV-프로그램/miraculous-les-aventures-de-ladybug-et-chat-noir	{'SHOW_DETAIL_OVERVIEW': '/kr/TV-프로그램/miraculous-les-aventures-de-ladybug-et-chat-noir'}	42062			3.0	show	fr	2015	Miraculous, les aventures de Ladybug et Chat Noir	/poster/132778890/{profile}	nfx		프랑스 파리를 배경으로, 백인 아버지와 중국인 어머니 사이에서 태어난 중국계 프랑스인 소녀, 마리네트 청이 ‘레이디버그’로 변신해 악당으로부터 파리를 지키는 내용이다.	미라큘러스 레이디버그
			/kr/TV-프로그램/the-dragon-prince	{'SHOW_DETAIL_OVERVIEW': '/kr/TV-프로그램/the-dragon-prince'}	82597			2.0	show	en	2018	The Dragon Prince	/poster/81113101/{profile}	nfx		다시 인간과 엘프 간의 전쟁이 시작된다. 놀라운 비밀을 알게 된 두 명의 인간 왕자와 엘프 자객. 두 왕국의 숨겨진 진실을 밝히자! 한뜻이 된 그들은 함께 모험을 떠난다.	드래곤 프린스
			/kr/TV-프로그램/obeorodeu	{'SHOW_DETAIL_OVERVIEW': '/kr/TV-프로그램/obeorodeu'}	37899			3.0	show	ja	2015	オーバーロード	/poster/119921016/{profile}	nfx		"가상 세계에서 현실처럼 플레이하는 체감형 게임, 통칭 DMMO-RPG의 전성기 2138년.

2126년에 발매된 《위그드라실》은 DMMO-RPG들 중에서도 방대한 맵과 엄청나게 높은 플레이어 자유도로 인해 국내에서 폭발적인 인기를 얻었고 DMMO-RPG의 붐을 일으킨 장본인이다.  그러나 12년이 지난 지금 조용히 서비스를 종료할 예정이었다.

위그드라실의 최강 마법사, 모몬가는 쓸쓸히 나자릭 지하대분묘에서 종료시간을 기다리고 있었다.  그러나 종료시간을 넘어도 로그아웃되지 않고, NPC들도 갑자기 의지를 가지기 시작하는데.

그의 앞에는 이제껏 본 적 없었던 이세계가 펼쳐지게 된다…!"	오버로드
			/kr/TV-프로그램/ying-zi-sannozu-xia-nihasi-ti-gamai-matsuteiru	{'SHOW_DETAIL_OVERVIEW': '/kr/TV-프로그램/ying-zi-sannozu-xia-nihasi-ti-gamai-matsuteiru'}	43237			1.0	show	ja	2015	櫻子さんの足下には死体が埋まっている	/poster/11981883/{profile}	nfx		뼈를 좋아하는 사쿠라코, 그런 그녀에게 휘둘리는 평범한 고등학생 쇼타로에 관한 애니메이션	사쿠라코 씨의 발밑에는 시체가 묻혀 있다
			/kr/TV-프로그램/yu-zhou-yorimoyuan-ichang-suo	{'SHOW_DETAIL_OVERVIEW': '/kr/TV-프로그램/yu-zhou-yorimoyuan-ichang-suo'}	77706			1.0	show	ja	2018	宇宙よりも遠い場所	/poster/38906464/{profile}	nfx		Scenery that we have never seen. Sounds that we have never heard. Scent that we have never smelled. Food that we have never tasted. And the surge of emotion that we have never experienced. This is the expedition of recollecting the pieces torn apart and sensation left alone. When we reach that place, what will we think? Howling, 40 degree angle. Raging, 50 degree angle. Shouting, 60 degree angle. A wilderness beyond the heavy sea. The furthest south, far from civilization. At the top of the Earth. We will find lights through the girls' eyes to live tomorrow.	宇宙よりも遠い場所
			/kr/TV-프로그램/xiao-noyona	{'SHOW_DETAIL_OVERVIEW': '/kr/TV-프로그램/xiao-noyona'}	20225			1.0	show	ja	2014	暁のヨナ	/poster/141414592/{profile}	nfx		"The legend of the Four Dragons and the origin of the land has been passed down for generations in the land of Kouka. Currently, Hiryuu Palace has no one else next in line for the throne other than the fifteen year old princess, Yona, who had been raised with care.

Finally, the night of her sixteenth birthday arrives. She expects it to be a wonderful day spent with her peace-loving father, Il, her servant and friend Hak, and her cousin Soo-won, who she had feelings for... However... That night, Yona goes to visit her father to tell him how she really feels, because he opposes to her getting married to Soo-won. However, when she gets to her room, she encounters a shocking truth. The destinies of Yona and the Four Dragons entwine in this period drama fantasy romance!"	暁のヨナ
15			/kr/TV-프로그램/ulteuramaen	{'SHOW_DETAIL_OVERVIEW': '/kr/TV-프로그램/ulteuramaen'}	82361			1.0	show	ja	2019	Ultraman	/poster/124335961/{profile}	nfx		빛의 거인이 괴수를 물리친 지 수십 년. 새로운 외계인이 지구를 위협한다. 강력한 적 앞에 다시 선 인류의 희망은 하나. 잠든 영웅이여, 울트라맨의 후계자여, 눈을 떠라!	울트라맨
			/kr/영화/ka	{'MOVIE_DETAIL_OVERVIEW': '/kr/영화/ka'}	31341				movie	en	2006	Cars	/poster/8733607/{profile}	nfx	117.0	화려한 성공과 갈채를 꿈꾸는 주인공 라이트닝 맥퀸(오웬 윌슨)은 경주에서 성공하는 것만이 인생의 모든 것이라 생각하는 타오르는 청춘. 하지만 피스톤 컵 챔피온쉽에 참가하기 위해 달리던 중 경쟁과 함성과는 동떨어진 래디에이터 스프링스란 한적한 시골로 들어서게 된다. 이제는 지도에 조차 표시되지 않는 한적한 66번 국도. 조용하지만 다양한 캐릭터들이 큰 열정을 간직하고 있는 이곳에서 맥퀸은 미스터리한 과거를 지닌 닥 허드슨(폴 뉴먼)과 샐리(보니 헌트), 그리고 메이터(래리 더 케이블 가이)를 만나게 된다. 그들을 통해 인생이란 목적지가 아닌, 여행하는 과정 그 자체이며 명성과 스폰서, 트로피 뒤에 가려진 소중한 가치를 깨닫게 되는데...	카
			/kr/TV-프로그램/baki	{'SHOW_DETAIL_OVERVIEW': '/kr/TV-프로그램/baki'}	82189			2.0	show	ja	2018	バキ	/poster/101508153/{profile}	nfx		악명 높은 사형수 5명이 탈출한 뒤 도쿄에 집결한다. 이들이 노리는 것은 17살 소년 한마 바키. 지하 투기장의 최강 격투가인 바키는 원치 않는 혈투에 휘말린다.	격투맨 바키
			/kr/TV-프로그램/big-mouth	{'SHOW_DETAIL_OVERVIEW': '/kr/TV-프로그램/big-mouth'}	75879			3.0	show	en	2017	Big Mouth	/poster/83120590/{profile}	nfx		오, 놀랍고 위대한 사춘기여! 10대들의 삶을 완전히 뒤흔드는구나! 닉 크롤과 앤드루 골드버그 콤비가 사이좋게 만들었다, 재기발랄 사춘기 예찬 코미디.	빅 마우스
			/kr/TV-프로그램/paineol-seupeiseu	{'SHOW_DETAIL_OVERVIEW': '/kr/TV-프로그램/paineol-seupeiseu'}	76053			2.0	show	en	2018	Final Space	/poster/43645659/{profile}	nfx		외로운 우주인 죄수 게리 굿스피드. 어느 날, 귀여운 외계인 문케이크를 만나다. 그런데 이 녀석이 무시무시한 행성 파괴 병기라고? 어쩔 수 없지, 함께 우주를 구해보자!	파이널 스페이스
			/kr/TV-프로그램/namani-eobsneun-geori	{'SHOW_DETAIL_OVERVIEW': '/kr/TV-프로그램/namani-eobsneun-geori'}	42169			1.0	show	ja	2016	僕だけがいない街	/poster/8819669/{profile}	nfx		무엇 하나 제대로 안 풀리는 현실 속에서 하루하루 조바심만 더해가던 청년 후지누마 사토루. 자신에게만 일어나는 ‘시간이 되돌아간다’는 불가사의한 현상조차, 청년의 불만은 더욱 크게 만들 뿐이었다. 하지만 그것은 어느 날을 기점으로 달라졌다. 커다란 사건이 청년의 주변을 다짜고짜 변화시켜 나가는데.	나만이 없는 거리
			/kr/TV-프로그램/shi-er-da-zhan	{'SHOW_DETAIL_OVERVIEW': '/kr/TV-프로그램/shi-er-da-zhan'}	75776			1.0	show	ja	2017	十二大戦	/poster/141699848/{profile}	nfx			十二大戦
			/kr/TV-프로그램/dedeumaen-weondeoraendeu	{'SHOW_DETAIL_OVERVIEW': '/kr/TV-프로그램/dedeumaen-weondeoraendeu'}	32712			1.0	show	ja	2011	デッドマン・ワンダーランド	/poster/9606784/{profile}	nfx		반친구들을 몰살한 누명을 뒤집어 쓰고 사형을 선고 받게 된 간타는 일본유일의 완전 민영화 형무소「데드맨 원더랜드」에 수감되면서 일어나는 이야기	데드맨 원더랜드
